자치구,행정동,CNG,LNG,경유,기타연료,수소,엘피지,전기,하이브리드,휘발유,합계,시군구명_x,행정동코드,읍면동명_x,생성일자_x,말소일자_x,시군구명_y,읍면동명_y,법정동코드,동리명,생성일자_y,말소일자_y
성동구,금호1가동,1,0,1396,6,3,288,103,394,2592,4783,성동구,1120059000,금호1가동,19880423,,성동구,금호1가동,1120010900,금호동1가,19880423,
성동구,금호2.3가동,0,0,1924,15,1,313,107,492,3365,6217,성동구,1120061500,금호2.3가동,20080811,,성동구,금호2.3가동,1120011000,금호동2가,20080811,
성동구,금호4가동,0,0,1237,15,1,192,115,433,2501,4494,성동구,1120062000,금호4가동,19880423,,성동구,금호4가동,1120011200,금호동4가,19880423,
성동구,마장동,6,0,3471,15,4,1055,311,407,3338,8607,성동구,1120054000,마장동,19880423,,성동구,마장동,1120010500,마장동,19880423,
성동구,사근동,0,0,737,8,2,155,51,156,1168,2277,성동구,1120055000,사근동,19880423,,성동구,사근동,1120010600,사근동,19880423,
성동구,성수1가1동,223,0,2268,33,11,425,530,492,4895,8877,성동구,1120065000,성수1가제1동,19880423,,성동구,성수1가제1동,1120011400,성수동1가,19880423,
성동구,성수1가2동,1,0,1961,87,2,484,335,318,4856,8044,성동구,1120066000,성수1가제2동,19880423,,성동구,성수1가제2동,1120011400,성수동1가,19880423,
성동구,성수2가1동,20,0,2590,8,3,591,174,505,3427,7318,성동구,1120067000,성수2가제1동,19880423,,성동구,성수2가제1동,1120011500,성수동2가,19880423,
성동구,성수2가3동,0,0,2531,16,9,526,135,421,3174,6812,성동구,1120069000,성수2가제3동,19880423,,성동구,성수2가제3동,1120011500,성수동2가,19880423,
성동구,송정동,1,0,946,7,1,218,56,138,1286,2653,성동구,1120072000,송정동,19880423,,성동구,송정동,1120011800,송정동,19880423,
성동구,옥수동,10,0,2347,26,9,201,233,833,5116,8775,성동구,1120050100,옥수동,19880423,19880831,성동구,옥수동,1120011300,옥수동,19880423,19880831
성동구,왕십리2동,0,0,1421,4,5,215,75,321,2418,4459,성동구,1120052000,왕십리제2동,19880423,,성동구,왕십리제2동,1120010200,하왕십리동,19880423,
성동구,왕십리도선동,10,0,2428,31,3,335,188,656,4512,8163,성동구,1120053500,왕십리도선동,20080811,,성동구,왕십리도선동,1120010100,상왕십리동,20080811,
성동구,용답동,3,0,2807,10,4,951,121,297,3284,7477,성동구,1120079000,용답동,19880423,,성동구,용답동,1120011800,송정동,19880423,
성동구,응봉동,0,0,1340,9,5,213,58,375,2523,4523,성동구,1120058000,응봉동,19880423,,성동구,응봉동,1120010800,응봉동,19880423,
성동구,행당1동,13,0,1335,12,3,238,146,372,2277,4396,성동구,1120056000,행당제1동,19880423,,성동구,행당제1동,1120010700,행당동,19880423,
성동구,행당2동,0,0,1783,12,3,278,96,567,4009,6748,성동구,1120057000,행당제2동,19880423,,성동구,행당제2동,1120010700,행당동,19880423,
성북구,길음1동,12,0,2999,26,7,525,200,895,6245,10909,성북구,1129066000,길음제1동,19880423,,성북구,길음제1동,1129013400,길음동,19880423,
성북구,길음2동,1,0,2017,17,3,363,128,515,3609,6653,성북구,1129068500,길음제2동,20071230,,성북구,길음제2동,1129013400,길음동,20071230,
성북구,돈암1동,4,0,1221,11,2,272,69,312,2304,4195,성북구,1129058000,돈암제1동,19880423,,성북구,돈암제1동,1129010300,돈암동,19880423,
성북구,돈암2동,0,0,2004,32,3,317,140,679,4476,7651,성북구,1129059000,돈암제2동,19880423,,성북구,돈암제2동,1129010300,돈암동,19880423,
성북구,동선동,6,0,1140,8,0,210,29,190,1752,3335,성북구,1129057500,동선동,20071230,,성북구,동선동,1129010300,돈암동,20071230,
성북구,보문동,1,0,1537,11,2,368,104,306,2403,4732,성북구,1129061000,보문동,19880423,,성북구,보문동,1129012600,보문동4가,19880423,
성북구,삼선동,13,0,1918,14,7,300,136,361,2955,5704,성북구,1129055500,삼선동,20071230,,성북구,삼선동,1129010300,돈암동,20071230,
성북구,석관동,83,0,3474,13,6,867,124,508,4623,9698,성북구,1129081000,석관동,20071230,,성북구,석관동,1129013900,석관동,20071230,
성북구,성북동,2,0,1384,12,4,247,70,347,2684,4750,성북구,1129052500,성북동,20071230,,성북구,성북동,1129010100,성북동,20071230,
성북구,안암동,0,0,1010,9,2,205,34,180,1555,2995,성북구,1129060000,안암동,19880423,,성북구,안암동,1129012100,안암동1가,19880423,
성북구,월곡1동,0,0,2447,17,8,536,75,499,3950,7532,성북구,1129071500,월곡제1동,19890427,,성북구,월곡제1동,1129013600,하월곡동,19890427,
성북구,월곡2동,0,0,1666,8,6,396,88,286,2664,5114,성북구,1129072500,월곡제2동,19890427,,성북구,월곡제2동,1129013600,하월곡동,19890427,
성북구,장위1동,6,0,2362,11,1,486,124,366,3102,6458,성북구,1129076000,장위제1동,19880423,,성북구,장위제1동,1129013800,장위동,19880423,
성북구,장위2동,3,0,1175,4,1,291,31,139,1512,3156,성북구,1129077000,장위제2동,19880423,,성북구,장위제2동,1129013800,장위동,19880423,
성북구,장위3동,1,0,1570,24,3,339,97,392,2724,5150,성북구,1129078000,장위제3동,19880423,,성북구,장위제3동,1129013800,장위동,19880423,
성북구,정릉1동,486,0,1788,15,5,436,183,384,2843,6140,성북구,1129062000,정릉제1동,19880423,,성북구,정릉제1동,1129010300,돈암동,20210315,
성북구,정릉2동,1,0,2052,17,3,502,93,397,3388,6453,성북구,1129063000,정릉제2동,19880423,,성북구,정릉제2동,1129010300,돈암동,20040204,
성북구,정릉3동,4,0,1139,3,1,335,39,198,1830,3549,성북구,1129064000,정릉제3동,19880423,,성북구,정릉제3동,1129013300,정릉동,19880423,
성북구,정릉4동,61,0,2169,15,6,543,129,471,3796,7190,성북구,1129065000,정릉제4동,19880423,,성북구,정릉제4동,1129013300,정릉동,19880423,
성북구,종암동,2,0,3477,26,3,686,158,692,5563,10607,성북구,1129070500,종암동,20071230,,성북구,종암동,1129013500,종암동,20071230,
송파구,가락1동,2,0,3300,51,11,438,333,1228,6413,11776,송파구,1171063100,가락1동,19890601,,송파구,가락1동,1171010700,가락동,19890601,
송파구,가락2동,0,0,3085,14,14,592,148,909,5985,10747,송파구,1171063200,가락2동,19890601,,송파구,가락2동,1171010700,가락동,19890601,
송파구,가락본동,1,0,4300,69,12,1211,171,789,6388,12941,송파구,1171062000,가락본동,19880701,,송파구,가락본동,1171010700,가락동,19880701,
송파구,거여1동,0,0,1500,6,6,327,61,245,1966,4111,송파구,1171053100,거여1동,19920701,,송파구,거여1동,1171011300,거여동,19920701,
송파구,거여2동,0,0,2280,14,11,471,175,595,4152,7698,송파구,1171053200,거여2동,19920701,,송파구,거여2동,1171011300,거여동,19920701,
송파구,마천1동,47,0,1993,9,7,782,71,272,2576,5757,송파구,1171054000,마천1동,19880423,,송파구,마천1동,1171011400,마천동,19880423,
송파구,마천2동,54,0,2071,10,7,540,105,277,2462,5526,송파구,1171055000,마천2동,19880423,,송파구,마천2동,1171011400,마천동,19880423,
송파구,문정1동,1,0,4057,16,10,546,199,854,5464,11147,송파구,1171064100,문정1동,19890901,,송파구,문정1동,1171010800,문정동,19890901,
송파구,문정2동,98,0,4322,26,12,775,322,1243,8015,14813,송파구,1171064200,문정2동,19890901,,송파구,문정2동,1171010800,문정동,19890901,
송파구,방이1동,0,0,2244,10,3,382,95,551,3370,6655,송파구,1171056100,방이1동,19920701,,송파구,방이1동,1171011100,방이동,19920701,
송파구,방이2동,0,0,2350,14,6,474,126,509,4340,7819,송파구,1171056200,방이2동,19920701,,송파구,방이2동,1171011100,방이동,19920701,
송파구,삼전동,1,0,2657,10,6,703,149,487,4647,8660,송파구,1171061000,삼전동,19880701,,송파구,삼전동,1171010600,삼전동,19880701,
송파구,석촌동,1,0,3169,17,7,626,147,580,5019,9566,송파구,1171060000,석촌동,19880423,,송파구,석촌동,1171010500,석촌동,19880423,
송파구,송파1동,0,0,2609,11,6,458,93,461,3940,7578,송파구,1171058000,송파1동,19880501,,송파구,송파1동,1171010400,송파동,19880423,
송파구,송파2동,0,0,1715,14,10,318,94,572,3884,6607,송파구,1171059000,송파2동,19880501,,송파구,송파2동,1171010400,송파동,19880423,
송파구,오금동,19,0,4638,22,20,928,216,1001,7278,14122,송파구,1171057000,오금동,19880423,,송파구,오금동,1171011200,오금동,19880423,
송파구,오륜동,0,0,1545,18,6,97,83,728,4159,6636,송파구,1171056600,오륜동,19890601,,송파구,오륜동,1171011100,방이동,19890601,
송파구,위례동,0,0,4295,63,26,1197,450,1552,8309,15892,송파구,1171064700,위례동,20150706,,송파구,위례동,1171010800,문정동,20150706,20150706
송파구,잠실2동,0,0,2923,39,9,264,273,1333,7474,12315,송파구,1171067000,잠실2동,19880423,,송파구,잠실2동,1171010100,잠실동,19880423,
송파구,잠실3동,0,0,2893,26,6,379,231,1177,7537,12249,송파구,1171068000,잠실3동,19880423,,송파구,잠실3동,1171010100,잠실동,19880423,
송파구,잠실4동,4,0,2773,29,6,225,218,840,4700,8795,송파구,1171069000,잠실4동,19880423,,송파구,잠실4동,1171010200,신천동,19880423,
송파구,잠실6동,8,0,2349,81,4,186,155,533,3846,7162,송파구,1171071000,잠실6동,19880423,,송파구,잠실6동,1171010200,신천동,19880423,
송파구,잠실7동,2,0,710,7,0,51,57,424,2347,3598,송파구,1171072000,잠실7동,19890901,,송파구,잠실7동,1171010100,잠실동,19890901,
송파구,잠실본동,7,0,2738,16,13,643,120,542,4792,8871,송파구,1171065000,잠실본동,19880423,,송파구,잠실본동,1171010100,잠실동,19880423,
송파구,장지동,548,0,3262,27,8,1251,311,684,4932,11023,송파구,1171064600,장지동,19960801,,송파구,장지동,1171010800,문정동,19960801,
송파구,풍납1동,1,0,1313,7,6,463,68,248,1966,4072,송파구,1171051000,풍납1동,19880423,,송파구,풍납1동,1171010300,풍납동,19880423,
송파구,풍납2동,1,0,2104,18,9,565,131,625,4333,7786,송파구,1171052000,풍납2동,19880423,,송파구,풍납2동,1171010300,풍납동,19880423,
양천구,목1동,18,0,3265,37,9,383,245,1015,6682,11654,양천구,1147051000,목1동,19880423,,양천구,목1동,1147010200,목동,19880423,
양천구,목2동,2,0,2631,13,14,584,104,573,4652,8573,양천구,1147052000,목2동,19880423,,양천구,목2동,1147010200,목동,19880423,
양천구,목3동,0,0,1891,11,8,451,80,445,3474,6360,양천구,1147053000,목3동,19880423,,양천구,목3동,1147010200,목동,19880423,
양천구,목4동,1,0,2319,10,8,458,75,449,4010,7330,양천구,1147054000,목4동,19880423,,양천구,목4동,1147010200,목동,19880423,
양천구,목5동,0,0,3349,18,10,366,204,1415,9224,14586,양천구,1147055000,목5동,19880701,,양천구,목5동,1147010200,목동,19880701,
양천구,신월1동,122,0,3050,13,4,1172,118,298,3086,7863,양천구,1147056000,신월1동,19880423,,양천구,신월1동,1147010300,신월동,19880423,
양천구,신월2동,3,0,2384,19,4,708,104,374,3406,7002,양천구,1147057000,신월2동,19880423,,양천구,신월2동,1147010300,신월동,19880423,
양천구,신월3동,1,0,2121,17,5,1016,73,199,2469,5901,양천구,1147058000,신월3동,19880423,,양천구,신월3동,1147010300,신월동,19880423,
양천구,신월4동,2,0,2179,15,4,953,78,332,2834,6397,양천구,1147059000,신월4동,19880423,,양천구,신월4동,1147010300,신월동,19880423,
양천구,신월5동,0,0,1544,12,0,421,66,232,2198,4473,양천구,1147060000,신월5동,19880423,,양천구,신월5동,1147010300,신월동,19880423,
양천구,신월6동,2,0,2378,19,4,1173,198,445,2745,6964,양천구,1147061000,신월6동,19880423,,양천구,신월6동,1147010300,신월동,19880423,
양천구,신월7동,120,0,2060,17,4,717,77,271,2808,6074,양천구,1147061100,신월7동,19890601,,양천구,신월7동,1147010300,신월동,19890601,
양천구,신정1동,129,0,2616,29,9,296,222,624,4283,8208,양천구,1147062000,신정1동,19880423,,양천구,신정1동,1147010100,신정동,19880423,
양천구,신정2동,77,0,1709,13,5,325,98,513,3452,6192,양천구,1147063000,신정2동,19880423,,양천구,신정2동,1147010100,신정동,19880423,
양천구,신정3동,50,0,5066,42,17,1235,271,1075,8599,16355,양천구,1147064000,신정3동,19880423,,양천구,신정3동,1147010100,신정동,19880423,
양천구,신정4동,0,0,3126,16,5,845,101,424,4512,9029,양천구,1147065000,신정4동,19880423,,양천구,신정4동,1147010100,신정동,19880423,
양천구,신정6동,13,0,2109,21,7,275,149,830,5399,8803,양천구,1147067000,신정6동,19880701,,양천구,신정6동,1147010100,신정동,19880701,
양천구,신정7동,1,0,2687,12,9,600,116,731,5113,9269,양천구,1147068000,신정7동,19890901,,양천구,신정7동,1147010100,신정동,19890901,
영등포구,당산1동,9,0,2890,44,17,450,149,545,3961,8065,영등포구,1156055000,당산제1동,19880423,,영등포구,당산제1동,1156011100,당산동1가,19880423,
영등포구,당산2동,58,0,3411,27,13,650,228,1063,7252,12702,영등포구,1156056000,당산제2동,19880423,,영등포구,당산제2동,1156011400,당산동4가,19880423,
영등포구,대림1동,0,0,1831,4,1,386,72,269,2210,4773,영등포구,1156070000,대림제1동,19880423,,영등포구,대림제1동,1156013300,대림동,19880423,
영등포구,대림2동,0,0,1766,2,1,222,39,217,1972,4219,영등포구,1156071000,대림제2동,19880423,,영등포구,대림제2동,1156013300,대림동,19880423,
영등포구,대림3동,0,0,3048,8,7,802,136,409,3779,8189,영등포구,1156072000,대림제3동,19880423,,영등포구,대림제3동,1156013300,대림동,19880423,
영등포구,도림동,11,0,2048,14,7,415,89,328,2761,5673,영등포구,1156058500,도림동,20080901,,영등포구,도림동,1156011800,도림동,20080901,
영등포구,문래동,1,1,4565,70,23,671,209,1060,7431,14031,영등포구,1156060500,문래동,20080901,,영등포구,문래동,1156011900,문래동1가,20080901,
영등포구,신길1동,2,0,1997,5,2,394,76,292,2761,5529,영등포구,1156063000,신길제1동,19880423,,영등포구,신길제1동,1156013200,신길동,19880423,
영등포구,신길3동,2,0,1780,4,1,312,49,328,2488,4964,영등포구,1156065000,신길제3동,19880423,,영등포구,신길제3동,1156013200,신길동,19880423,
영등포구,신길4동,1,0,1245,6,3,234,56,248,1929,3722,영등포구,1156066000,신길제4동,19880423,,영등포구,신길제4동,1156013200,신길동,19880423,
영등포구,신길5동,1,0,1188,6,4,221,57,197,1591,3265,영등포구,1156067000,신길제5동,19880423,,영등포구,신길제5동,1156013200,신길동,19880423,
영등포구,신길6동,0,0,1538,7,3,347,66,330,2630,4921,영등포구,1156068000,신길제6동,19880423,,영등포구,신길제6동,1156013200,신길동,19880423,
영등포구,신길7동,1,0,1845,19,10,353,125,640,3827,6820,영등포구,1156069000,신길제7동,19880423,,영등포구,신길제7동,1156013200,신길동,19880423,
영등포구,양평1동,2,0,4086,65,7,818,120,572,3914,9584,영등포구,1156061000,양평제1동,19880423,,영등포구,양평제1동,1156012500,양평동1가,19880423,
영등포구,양평2동,4,0,4602,67,10,847,370,788,5426,12114,영등포구,1156062000,양평제2동,19880423,,영등포구,양평제2동,1156012700,양평동3가,19880423,
영등포구,여의동,3,0,5085,90,39,428,676,1625,10764,18710,영등포구,1156054000,여의동,19880423,,영등포구,여의동,1156011000,여의도동,19880423,
영등포구,영등포1동,0,0,1,0,0,0,0,0,0,1,영등포구,1156051000,영등포제1동,19880423,20080901,영등포구,영등포제1동,1156010100,영등포동,19880423,20080901
영등포구,영등포동,1,0,3836,35,21,521,202,748,5612,10976,영등포구,1156053500,영등포동,20080901,,영등포구,영등포동,1156010100,영등포동,20080901,
영등포구,영등포본동,0,0,2089,10,8,415,115,414,3323,6374,영등포구,1156051500,영등포본동,20080901,,영등포구,영등포본동,1156010100,영등포동,20080901,
용산구,남영동,0,0,994,28,2,102,55,289,1297,2767,용산구,1117053000,남영동,19880423,,용산구,남영동,1117010400,갈월동,19880423,
용산구,보광동,0,0,812,0,5,174,35,121,1246,2393,용산구,1117070000,보광동,19880423,,용산구,보광동,1117013600,보광동,19880423,
용산구,서빙고동,0,0,1374,6,2,237,78,462,2584,4743,용산구,1117069000,서빙고동,19880423,,용산구,서빙고동,1117013200,동빙고동,19880423,
용산구,용문동,0,0,998,3,6,171,48,241,1864,3331,용산구,1117059000,용문동,19880423,,용산구,용문동,1117012000,도원동,19880423,
용산구,용산2가동,1,0,688,6,2,150,29,90,1108,2074,용산구,1117052000,용산2가동,19880423,,용산구,용산2가동,1117010200,용산동2가,19880423,
용산구,원효로1동,0,0,2077,9,7,223,170,505,3412,6403,용산구,1117056000,원효로제1동,19880423,,용산구,원효로제1동,1117011200,원효로1가,19880423,
용산구,원효로2동,4,0,1481,5,3,256,79,378,2614,4820,용산구,1117057000,원효로제2동,19880423,,용산구,원효로제2동,1117011400,신창동,19880423,
용산구,이촌1동,0,0,2045,13,14,149,219,977,5527,8944,용산구,1117063000,이촌제1동,19880423,,용산구,이촌제1동,1117012900,이촌동,19880423,
용산구,이촌2동,0,0,832,2,2,149,54,189,1450,2678,용산구,1117064000,이촌제2동,19880423,,용산구,이촌제2동,1117012900,이촌동,19880423,
용산구,이태원1동,5,0,750,5,6,110,100,164,1231,2371,용산구,1117065000,이태원제1동,19880423,,용산구,이태원제1동,1117013000,이태원동,19880423,
용산구,이태원2동,0,0,775,7,5,184,61,156,1437,2625,용산구,1117066000,이태원제2동,19880423,,용산구,이태원제2동,1117013000,이태원동,19880423,
용산구,청파동,0,0,1436,9,5,288,49,243,2187,4217,용산구,1117055500,청파동,20080630,,용산구,청파동,1117010800,서계동,20080630,
용산구,한강로동,5,0,3283,113,18,354,310,886,7284,12253,용산구,1117062500,한강로동,20080630,,용산구,한강로동,1117012400,한강로1가,20080630,
용산구,한남동,0,0,2027,28,3,185,211,554,3880,6888,용산구,1117068500,한남동,20080630,,용산구,한남동,1117013100,한남동,20080630,
용산구,효창동,0,0,1099,14,7,148,55,267,1763,3353,용산구,1117058000,효창동,19880423,,용산구,효창동,1117011900,효창동,19880423,
용산구,후암동,13,0,1360,2,6,222,92,226,2078,3999,용산구,1117051000,후암동,19880423,,용산구,후암동,1117010100,후암동,19880423,
은평구,갈현1동,0,0,1267,7,1,293,43,205,2093,3909,은평구,1138055100,갈현제1동,19890601,,은평구,갈현제1동,1138010400,갈현동,19890601,
은평구,갈현2동,1,0,2339,13,8,590,85,393,3985,7414,은평구,1138055200,갈현제2동,19890601,,은평구,갈현제2동,1138010400,갈현동,19890601,
은평구,구산동,239,0,2888,17,4,798,173,448,4630,9197,은평구,1138056000,구산동,19880423,,은평구,구산동,1138010400,갈현동,19880423,20100302
은평구,녹번동,13,0,3250,13,10,664,204,724,5525,10403,은평구,1138051000,녹번동,19880423,,은평구,녹번동,1138010200,녹번동,19880423,
은평구,대조동,0,0,1976,5,7,503,72,300,3263,6126,은평구,1138057000,대조동,19880423,,은평구,대조동,1138010600,대조동,19880423,
은평구,불광1동,0,0,3006,17,7,647,125,744,5818,10364,은평구,1138052000,불광제1동,19880423,,은평구,불광제1동,1138010300,불광동,19880423,
은평구,불광2동,0,0,2157,14,5,538,68,308,3392,6482,은평구,1138053000,불광제2동,19880423,,은평구,불광제2동,1138010300,불광동,19880423,
은평구,수색동,139,0,2084,22,12,423,152,578,3950,7360,은평구,1138065000,수색동,19880423,,은평구,수색동,1138010100,수색동,19880423,
은평구,신사1동,7,0,2534,8,10,1185,159,437,3814,8154,은평구,1138063100,신사제1동,19890901,,은평구,신사제1동,1138010900,신사동,19890901,
은평구,신사2동,0,0,1786,10,9,1099,168,295,2735,6102,은평구,1138063200,신사제2동,19890901,,은평구,신사제2동,1138010900,신사동,19890901,
은평구,역촌동,2,0,3915,24,10,1025,137,570,6184,11867,은평구,1138062500,역촌동,20080602,,은평구,역촌동,1138010800,역촌동,20080602,
은평구,응암1동,1,0,2975,12,6,707,138,643,5040,9522,은평구,1138058000,응암제1동,19880423,,은평구,응암제1동,1138010700,응암동,19880423,
은평구,응암2동,0,0,2587,25,7,520,157,714,4883,8893,은평구,1138059000,응암제2동,19880423,,은평구,응암제2동,1138010700,응암동,19880423,
은평구,응암3동,0,0,1856,7,8,518,86,269,2868,5612,은평구,1138060000,응암제3동,19880423,,은평구,응암제3동,1138010700,응암동,19880423,
은평구,증산동,1,0,1858,13,8,634,90,353,2860,5817,은평구,1138064000,증산동,19880423,,은평구,증산동,1138010900,신사동,19890901,19990201
은평구,진관동,193,0,4804,44,22,1274,335,1344,9800,17816,은평구,1138069000,진관동,20070813,,은평구,진관동,1138011400,진관동,20070813,
종로구,가회동,1,0,458,1,10,56,30,71,576,1203,종로구,1111060000,가회동,19880423,,종로구,가회동,1111014600,가회동,19880423,
종로구,교남동,0,0,730,6,1,113,70,295,1670,2885,종로구,1111058000,교남동,19880423,,종로구,교남동,1111017600,교남동,19880423,
종로구,명륜3가동,0,0,7,0,0,0,0,0,4,11,종로구,1111066000,명륜3가동,19880423,20120801,종로구,명륜3가동,1111017300,명륜3가,19880423,20120801
종로구,무악동,0,0,899,2,9,155,53,244,1487,2849,종로구,1111057000,무악동,19880423,,종로구,무악동,1111018700,무악동,19880423,
종로구,부암동,0,0,913,7,3,126,59,224,1709,3041,종로구,1111055000,부암동,19880423,,종로구,부암동,1111018400,부암동,19880423,
종로구,사직동,0,0,3113,89,26,121,320,444,3687,7800,종로구,1111053000,사직동,19880423,,종로구,사직동,1111010600,통의동,19880423,
종로구,삼청동,0,0,261,6,0,27,20,52,429,795,종로구,1111054000,삼청동,19880423,,종로구,삼청동,1111013900,팔판동,19880423,
종로구,숭인1동,0,0,582,2,0,102,23,89,772,1570,종로구,1111070000,숭인제1동,19880423,,종로구,숭인제1동,1111017500,숭인동,19880423,
종로구,숭인2동,0,0,743,5,0,152,28,99,1311,2338,종로구,1111071000,숭인제2동,19880423,,종로구,숭인제2동,1111017500,숭인동,19880423,
종로구,이화동,1,0,557,6,3,99,37,84,896,1683,종로구,1111064000,이화동,19880423,,종로구,이화동,1111016500,이화동,19880423,
종로구,종로1.2.3.4가동,27,0,2750,59,7,164,279,367,2770,6423,종로구,1111061500,종로1.2.3.4가동,19981201,,종로구,종로1.2.3.4가동,1111011900,세종로,20110501,
종로구,종로5.6가동,0,0,825,7,1,109,59,119,901,2021,종로구,1111063000,종로5.6가동,19880423,,종로구,종로5.6가동,1111016000,연지동,19880423,
종로구,창신1동,0,0,418,2,1,76,12,60,577,1146,종로구,1111067000,창신제1동,19880423,,종로구,창신제1동,1111017400,창신동,19880423,
종로구,창신2동,0,0,511,1,2,111,15,51,727,1418,종로구,1111068000,창신제2동,19880423,,종로구,창신제2동,1111017400,창신동,19880423,
종로구,창신3동,1,0,556,9,1,101,22,110,866,1666,종로구,1111069000,창신제3동,19880423,,종로구,창신제3동,1111017400,창신동,19880423,
종로구,청운효자동,0,0,963,23,4,152,62,272,1851,3327,종로구,1111051500,청운효자동,20081101,,종로구,청운효자동,1111010100,청운동,20081101,
종로구,평창동,2,0,1797,20,8,179,179,607,3728,6520,종로구,1111056000,평창동,19880423,,종로구,평창동,1111018200,구기동,19880423,
종로구,혜화동,79,0,1045,4,3,208,58,243,1948,3588,종로구,1111065000,혜화동,19880423,,종로구,혜화동,1111013000,와룡동,20120801,
중구,광희동,9,0,1045,7,3,131,105,193,1441,2934,중구,1114059000,광희동,19980914,,중구,광희동,1114013200,충무로4가,19980914,
중구,남대문로5가동,0,0,1,0,0,0,0,0,0,1,중구,1114053000,남대문로5가동,19920416,19980914,중구,남대문로5가동,1114011800,남대문로5가,19880423,19980914
중구,다산동,0,0,1181,12,1,202,59,182,1679,3316,중구,1114062500,다산동,20130720,,중구,다산동,1114016200,신당동,20130720,
중구,동화동,1,0,907,10,6,161,28,202,1626,2941,중구,1114066500,동화동,20130720,,중구,동화동,1114016200,신당동,20130720,
중구,명동,6,0,2177,87,12,611,321,570,2643,6427,중구,1114055000,명동,19980914,,중구,명동,1114010100,무교동,19980914,
중구,소공동,1,0,1289,17,1,64,288,223,1494,3377,중구,1114052000,소공동,19880423,,중구,소공동,1114011100,소공동,19880423,
중구,신당1동,0,0,14,0,0,1,0,0,20,35,중구,1114061000,신당제1동,19880423,20130720,중구,신당제1동,1114016200,신당동,19880423,20130720
중구,신당2동,0,0,10,0,0,1,0,0,11,22,중구,1114062000,신당제2동,19880423,20130720,중구,신당제2동,1114016200,신당동,19880423,20130720
중구,신당3동,0,0,2,0,0,0,0,0,8,10,중구,1114063000,신당제3동,19880423,20130720,중구,신당제3동,1114016200,신당동,19880423,20130720
중구,신당4동,0,0,2,0,0,0,0,0,3,5,중구,1114064000,신당제4동,19880423,20130720,중구,신당제4동,1114016200,신당동,19880423,20130720
중구,신당5동,0,0,1116,7,3,162,50,208,1429,2975,중구,1114065000,신당제5동,19880423,,중구,신당제5동,1114016200,신당동,19880423,
중구,신당6동,0,0,5,0,0,1,0,0,5,11,중구,1114066000,신당제6동,19880423,20130720,중구,신당제6동,1114016200,신당동,19880423,20130720
중구,신당동,4,0,1194,10,0,134,49,131,1375,2897,중구,1114061500,신당동,20130720,,중구,신당동,1114016200,신당동,20130720,
중구,약수동,2,0,1365,15,3,217,87,379,2615,4683,중구,1114063500,약수동,20130720,,중구,약수동,1114016200,신당동,20130720,
중구,을지로3.4.5가동,0,0,17,0,0,4,0,0,20,41,중구,1114060000,을지로3.4.5가동,19880423,20050315,중구,을지로3.4.5가동,1114015000,을지로4가,19880423,20050315
중구,을지로동,0,0,781,5,1,59,50,119,1039,2054,중구,1114060500,을지로동,20050315,,중구,을지로동,1114015000,을지로4가,20050315,
중구,장충동,0,0,476,8,3,85,38,68,622,1300,중구,1114058000,장충동,19880423,,중구,장충동,1114013600,묵정동,19880423,
중구,중림동,0,0,1245,9,3,148,112,308,2084,3909,중구,1114068000,중림동,19880423,,중구,중림동,1114017100,중림동,19880423,
중구,청구동,0,0,1041,10,3,181,66,244,2001,3546,중구,1114064500,청구동,20130720,,중구,청구동,1114016200,신당동,20130720,
중구,태평로1가동,0,0,0,0,0,1,0,0,0,1,중구,1114051000,태평로1가동,19920416,19980914,중구,태평로1가동,1114010100,무교동,19880423,19980914
중구,필동,0,0,798,6,2,111,56,169,1129,2271,중구,1114057000,필동,19880423,,중구,필동,1114013200,충무로4가,19980914,
중구,황학동,0,0,1216,13,0,140,68,221,1887,3545,중구,1114067000,황학동,19880423,,중구,황학동,1114016500,황학동,19880423,
중구,회현동,0,0,2433,6,17,84,1068,669,3396,7673,중구,1114054000,회현동,19980914,,중구,회현동,1114011200,남창동,19880423,
중랑구,망우3동,1,0,1793,7,2,1172,161,191,2140,5467,중랑구,1126066000,망우제3동,19880423,,중랑구,망우제3동,1126010500,망우동,19880423,
중랑구,망우본동,2,0,4182,29,10,1685,343,650,5359,12260,중랑구,1126065500,망우본동,20080101,,중랑구,망우본동,1126010500,망우동,20080101,
중랑구,면목2동,1,0,2800,17,2,870,155,310,3326,7481,중랑구,1126052000,면목제2동,19880423,,중랑구,면목제2동,1126010100,면목동,19880423,
중랑구,면목3.8동,76,0,2252,3,4,604,97,298,2974,6308,중랑구,1126057500,면목제3.8동,20080101,,중랑구,면목제3.8동,1126010100,면목동,20080101,
중랑구,면목4동,149,0,1735,9,3,452,77,277,2339,5041,중랑구,1126054000,면목제4동,19880423,,중랑구,면목제4동,1126010100,면목동,19880423,
중랑구,면목5동,0,0,1626,6,1,374,88,304,2365,4764,중랑구,1126055000,면목제5동,19880423,,중랑구,면목제5동,1126010100,면목동,19880423,
중랑구,면목7동,0,0,2022,12,4,490,94,338,2979,5939,중랑구,1126057000,면목제7동,19880423,,중랑구,면목제7동,1126010100,면목동,19880423,
중랑구,면목본동,0,0,3008,5,3,701,79,386,3943,8125,중랑구,1126056500,면목본동,20080101,,중랑구,면목본동,1126010100,면목동,20080101,
중랑구,묵1동,0,0,3539,24,5,777,150,673,5420,10588,중랑구,1126062000,묵제1동,19880423,,중랑구,묵제1동,1126010400,묵동,19880423,
